,restaurant_id,text,overall_rating,food_rating,ambience_rating,service_rating,value_rating,date
10,102474,I am a huge fan of the Ham Yard. It has been my go to for several years. But I suspect they are struggling to find good staff. <br /><br />Let’s start with the chef. I had pea broth which was way over salted. Literally not possible to eat. We all fished out the peas and left the broth. <br /><br />The mains were at the typical high quality I expect of the Ham Yard. The coffee we ordered never arrived.<br /><br />Given all the above they gave us a desert for free - without being promoted. But we would have preferred a better experience and to have paid for the desert. <br /><br />The service was ok. But we are used to so much more from the Ham Yard. We are used to a genuine friendliness matched by professionalism. Here it was stiff and not always friendly.<br /><br />I will go again based on my memories of the place but I hope they find their way back to how they were.<br /><br />The decor of course was beautiful. They have really got that right.,3,2.0,4.0,2.0,3.0,2021-06-24
11,102474,"Fantastic place, great food and service - couldn&#039;t ask for more.",5,5.0,5.0,5.0,5.0,2021-05-24
12,102474,"Really perfect evening, great food, wonderful service, and the heaters were very powerful- and kept us very warm.",5,5.0,5.0,5.0,5.0,2021-04-13
13,102474,Fabulous as ever.,5,5.0,5.0,5.0,5.0,2020-09-29
14,102474,"Overall this was a great experience - great food, lovely waitress - the atmosphere is great, I would recommend this place highly, maybe I&#039;m biased because I have been coming here since it opened. Anyway, good time had by all, and good value too.",5,4.0,4.0,4.0,4.0,2020-02-28
15,102474,"Great ambience, stylish decor and warm and efficient service. Food very good.",4,4.0,5.0,5.0,4.0,2020-01-10
16,102474,"Have visited before , and must say as usual it was excellent. The staff are outstanding. I will go again.",5,5.0,5.0,5.0,5.0,2019-11-30
17,102474,The food is overpriced for the quality. I find the quality average but prices reflect a dining experience!,4,3.0,5.0,4.0,3.0,2019-10-18
18,102474,"Would absolutely recommend. <br />Outstanding food, service, ambience... fantastic!!",5,5.0,5.0,5.0,5.0,2019-08-25
19,102474,This is the second time I’ve had lunch here and always find the food excellent. It’s a lovely dining room in which to enjoy a leisurely lunch,5,5.0,5.0,5.0,4.0,2019-07-01
20,102474,Superb experience and value every time we go to the Ham Yard Hotel,5,5.0,5.0,5.0,5.0,2019-05-04
21,102474,"Bar was very busy when we arrived, but our table was ready so we could be seated.  food was excellent and waiting staff attentive but not intrusive.  Would certainly go again.",5,5.0,4.0,5.0,4.0,2019-03-16
22,102474,"Good food.  We had the set menu, as we were dining re theatre, which was very good value.  Excellent service in a very full restaurant.  Antonio the waiter anticipated our every need.",4,4.0,4.0,5.0,4.0,2018-12-28
23,102474,Overall it’s fine: great location and good menu. Food quality is fine but service can be improved -  keen but a bit interrupting sometimes,3,4.0,5.0,2.0,3.0,2018-11-02
24,102474,We were excellently looked after and the food quality was fantastic at a very reasonable price,4,4.0,4.0,5.0,5.0,2018-09-12
25,102474,"We are regulars at Ham Yard and have never failed to be impressed. The courtyard was busy and lively when we caught up with friends on a hot, Wednesday evening. The service was fab, as always. The menu is great value for this part of town and the food is always excellent. We will keep coming back...",5,5.0,5.0,5.0,5.0,2018-08-01
26,102474,Excellent food and service - we ate on the terrace which was lovely.  Had the set lunch menu which was excellent value and delicious.  Highly recommended.,5,5.0,5.0,5.0,5.0,2018-06-14
27,102474,"Great place for a Pre-theatre meal. Small selection of choices but all sounded tempting. With a good selection of wine by the glass or carafe, a must if you plan to stay awake during the play:-) The  staff seemed really nice and suitably attentive. We will definitely come again.",5,5.0,5.0,5.0,5.0,2018-04-25
28,102474,"Fantastic service from our waiter, wish I’d taken his name",5,5.0,5.0,5.0,5.0,2018-03-08
29,102474,Had a wonderful meal at the Ham Yard Restaurant.  Super place for a quality meal with great service.,5,5.0,5.0,5.0,4.0,2018-01-15
30,102474,"My new favorite place! The ground floor restaurant and bar area are beautifully done with great decor, lighting etc.  Restaurant tables are well spaced so you are not on top of other diners.  Food and service all excellent.  The bar area has lots of nooks and cranies for you to find your perfect place.  Good bathrooms.",5,4.0,5.0,5.0,4.0,2017-12-04
31,102474,"Excellent service, delicious set lunch menu with prosecco and  gorgeous interiors as well. Couldn&#039;t ask for more",5,5.0,5.0,5.0,5.0,2017-09-20
32,102474,"Great night - bar and place still buzzing. Service at dinner was amazing - our waiter (Swiss but didn&#039;t get his name) was brilliant! Food, table all great. <br /><br />One thing to think about - the barman was so miserable!",4,4.0,5.0,5.0,4.0,2017-06-24
33,102474,"Amazing food, service and experience. Will 100% go back again.",5,5.0,5.0,5.0,5.0,2017-03-28
34,102474,"I&#039;ve been to the Ham Yard Restaurant several times now, and very much enjoyed this trip too. Our waiter was delightful, the food (three of us had the special - turbot - which was well cooked and served with peas and pancetta) was very nice and the wine (a NZ Sauvignon Blanc) delicious. It was a quiet night, so noise levels were low and we were able to have a great conversation. Definitely one for the Central London list...",4,4.0,4.0,5.0,4.0,2017-01-03
35,102474,"Ham Yard is a favourite of ours The décor is gorgeous and the ambience is warm and inviting.  There&#039;s always a buzz about the place.  This visit we had a pre-theatre meal which at £20 for 3 courses was great value for money.  However, the drinks are expensive and when service charge added it&#039;s always a bit of a shock!  That aside, it&#039;s still a great place to go for very good quality and tasty food, beautifully presented and served by excellent friendly staff who certainly know their stuff.  If you are on a budget keep off the cocktails!",4,4.0,3.0,4.0,3.0,2016-11-01
36,102474,Friendly staff but extremely inefficient and slow. Lovely decor.,4,4.0,4.0,2.0,3.0,2016-08-10
37,102474,"Brilliant food and service! Andreas made the whole experience extra special for my mother&#039;s 60th birthday. <br />Really great, will definitely be back again!",5,5.0,5.0,5.0,5.0,2016-05-17
38,102474,Was a very enjoying evening. The service and atmosphere was excellent. The food was extremely tasty.,5,5.0,5.0,5.0,5.0,2015-09-25
39,102474,"Excellent food, starters were lovely, mains slightly disappointing in comparison.",4,4.0,5.0,5.0,4.0,2015-05-13
40,102474,"I had previously visited the Ham Yard Hotel for dinner in August.  We were initially blown away by the food, setting and ambiance, however it there were 8 of us at our table, the restaurant was packed, and as a result the service was understandably not entirely up to scratch.<br /><br />When friends visiting from overseas requested dinner somewhere they that &#039;ticks all the boxes&#039;, I was hoping that the quality of service would have lifted in 5 months and that a great night would be had by all.<br /><br />We booked dinner for four people, before 7pm and although it was a Friday night, there were only a handful of tables seated.<br /><br />Once again, the food was delicious, the waitstaff friendly, and the atmosphere fantastic.<br />However, the speed at which our meals came out was dismal.  My visiting guests had to leave no less than 3 hours into the meal (and half-way through their main courses) as they were literally falling asleep in their food.  A real shame given I was looking forward to sampling the beautiful desserts I had tasted on my last visit/<br /><br />Having to wait that long for food has made me second guess the service of this beautiful establishment yet again, and regrettably I think it will be a while before my next visit.",3,4.0,4.0,2.0,3.0,2015-01-16
41,102474,Couldn&#039;t hear other person talk in the restaurant as the bar music is so loud.  Music is blasted out.  Fine if you want to be in the funky bar but not if you wish to talk. Only 2 of us - difficult to hear - hopeless if you were in a group of 8.....had to shout!  Need to switch off music in restaurant area and let the noise just carry through. Bar/restaurant area are not enclosed. Hopeless for a business lunch. Staff moved us to orangerie area but it was still noisy and not decorated for fine dining. Staff twere very good though. Plenty of them. Food fair. Not a big menu. Delicious pavlova. Roast pork should come with apple sauce. Veal fillet too thick. Food could be a lot better. Prefer to eat at your Sumner Place Hotel! Cool decor though.,2,2.0,1.0,4.0,2.0,2014-08-30
42,92079,Great dining experience. Staff were all helpful and friendly. We both had steaks - one ribeye and one sirloin - both perfectly delicious. Wife absolutely loved the side of mash n graveyard!<br />Server attentive throughout and happy to highly recommended Hawksmoor.,5,5.0,5.0,5.0,5.0,2021-08-02
43,92079,Really fantastic food. One of the best meals I’ve had in a long long time. And great value.,5,5.0,5.0,5.0,5.0,2021-07-10
44,92079,Always flawlessly brilliant. The best quality food and service!,5,5.0,5.0,5.0,5.0,2021-06-19
45,92079,"We had a amazing night celebrating our 25th wedding anniversary with our daughters. The staff made us feel special. Food as usual, was fantastic.  Can’t wait to return.",5,5.0,5.0,5.0,3.0,2021-05-29
46,92079,Birthday celebrations <br /><br />Great food <br />But quite noisy,4,5.0,4.0,5.0,4.0,2020-12-10
47,92079,"The staff were brilliant and making the evening a pleasant experience within the social distancing rules. I was very comfortable environment. The food, as always was excellent.",4,4.0,5.0,5.0,4.0,2020-10-17
48,92079,Nice staff and yummy food. They really tried their best to order all our food before 9:30 when some of our table was late.,5,5.0,5.0,5.0,5.0,2020-09-20
49,92079,Amazing service and incredible food. Thank you so much.,5,5.0,5.0,5.0,5.0,2020-08-29
50,92079,"Been a while since I last attend, obviously not available over the pandemic, the quality of food has not change, but the quantity has decrease, probably due to discount......",4,4.0,5.0,4.0,4.0,2020-08-12
51,92079,Delightful as always! Sunday Roast is divine.,5,5.0,5.0,4.0,5.0,2020-03-08
52,92079,"Lovely food as always, staff incredibly friendly and lovely night out - would again recommend to anyone planning a night out as a couple",5,5.0,5.0,5.0,5.0,2020-02-15
53,92079,Food was amazing and whilst a bit on the pricey side worth every penny. Service excellent. Very low ceilings which made it a bit noisy but no complaints with the aesthetics of the place. I just wish these restaurants would stop robbing you on the price of drinks. £10 for a small can of lager is robbery.,4,5.0,4.0,5.0,3.0,2020-01-18
54,92079,"Christmas Eve booking for 4pm only to find once we were seated all the staff were packing up and ready to leave. Totally understand people don’t want to be working on Christmas Eve but if we had known this was the case we would have booked elsewhere. Really, terrible and disappointing experience for all of us a day that we had planned well in advance.",1,4.0,1.0,1.0,1.0,2019-12-24
55,92079,Superb chateaubriand and rib in steaks. Great sides.,5,5.0,5.0,5.0,5.0,2019-12-02
56,92079,"Lovely food and service, been here loads of times and would highly recommended it",5,5.0,5.0,5.0,5.0,2019-11-07
57,92079,"Everytime I go here I love it. This time we went for our anniversary and felt so special.<br /><br />We had the perfect welcome, champagne and fantastic service. <br /><br />We had the roast dinner and cauliflower and cheese with red wine. Everything was perfect. <br /><br />The service somehow manages to make you feel special but without being fussy. I absolutely love this place!",5,5.0,5.0,5.0,4.0,2019-10-06
58,92079,"Outstanding in every aspect! The staff are friendly and helpful, yet give you space. The food is unreal and the attention to detail - giving us a small token desert on the house on our wedding anniversary was a lovely touch. Highly recommend and would definitely go back here.",5,5.0,5.0,5.0,5.0,2019-08-26
59,92079,Pretty awful. Cold burnt Yorkshire puddings. Steak not rare. Sent back still substandard on its return. Embarrassing for a date in all honesty. Wouldn’t go back. There are some seriously amazing restaurants in London<br />- this wasn’t one of them!,2,1.0,2.0,4.0,1.0,2019-07-27
60,92079,"We came to Hawksmoor on a whim and a google search for highly rated restaurants near the Prince of Whales Theater.  Initially I was concerned that the restaurant was trying to be fancy for the sake of being fancy, but after I arrived and received my food I discovered the true reason for the hype.<br /><br />The beef dripping fries were absolutely amazing.  Something as simple and abundant as fries has been given the chance to stand on its own and destroy the flavor scale.  The gin beverages were all delicious and my Ribeye was cooked perfectly.  My wife got the 3-course pre-theater meal and absolutely loved it. <br /><br />We met with friends the next morning and recommended Hawksmoor and they immediately made reservations.  We look forward to visiting again when we return to London next time.",5,5.0,5.0,5.0,4.0,2019-06-28
61,92079,Always fantastic,5,5.0,5.0,5.0,5.0,2019-05-23
62,92079,"Everything about our visit was fantastic. Attentive staff, great environment which wasn’t loud and exceptional food.",5,5.0,5.0,4.0,4.0,2019-04-11
63,92079,Great service despite a very busy restaurant. A few glitches with food but resolved by staff.,4,4.0,4.0,5.0,3.0,2019-03-10
64,92079,It’s quite noisy and Covent Garden is more relaxed but you cannot fault the food or service,5,5.0,3.0,5.0,4.0,2019-02-15
65,92079,"Excellent, efficient service. Incredible food, best steak I’ve ever had. High end style and slightly low lit. Bit expensive but worth it.",5,5.0,5.0,5.0,4.0,2019-01-24
66,92079,"The food was excellent, the service outstanding. The macaroni cheese we ordered for our daughter wasn’t great. She didn’t touch it and my husband who had a little bit of it felt unwell that evening. I wish there was something else I could choose from the desert menu other than the sticky toffee pudding... the menu definitely needs some attention in my view...",4,4.0,4.0,5.0,4.0,2018-12-28
67,92079,We had a fantastic meal and received a couple of glasses of champagne on the house as we recently got engaged. Amazing customer service!,5,5.0,5.0,5.0,4.0,2018-12-01
68,92079,Couple of visits to this restaurant now and have left satisfied and impressed on both occasions.,5,5.0,5.0,5.0,5.0,2018-11-04
69,92079,Fish was bland - can’t say steak was any better.,3,3.0,4.0,4.0,3.0,2018-10-01
70,92079,"Hawksmoor is a lovely restaurant with the best food. The steak was absolutely fabulous as was the whole meal. A really lovely experience.  Would definitely recommend trying, you will be back again.",4,4.0,4.0,5.0,5.0,2018-08-27
71,92079,"Our waiter was fantastic in advising on food and drink options and allowing us to enjoy the evening at hawksmoor for as long as we wanted - no pressure to rush us into decision over food or getting bill at end of evening.<br /><br />On top of some amazing steak and fantastic puddings, this level of respect and attention was wonderful and helped us have a wonderful evening. Thank you",5,5.0,5.0,5.0,4.0,2018-07-24
72,92079,Third visit to this branch of Hawksmoor and I will be back again. <br />Service was excellent and unobtrusive.<br /><br />My sons had the steak and lobster (a la carte) and my husband and I went for the express menu (served up until 18:30) which at £28 for 3 courses was fantastic value. The steak was delicious as were the sides of triple cooked chips and creamed spinach. Lobster was also excellent and very reasonably priced.,5,5.0,5.0,5.0,4.0,2018-06-15
73,92079,"Whilst we got there at 8.30pm, did not realise how big this restaurant was in comparison to the other Hawksmoors which meant that we were not able to order any sharing Chateaubriand/Porterhouse/other and ended up with individual steaks - good but given that we had been looking forward to the Chateaubriand and our server had to come back 4 time to tell us each time that everything was sold out, a bit of a disappointment. Love knightsbridge/seven dials - this one not so much.",4,4.0,4.0,3.0,3.0,2018-05-04
74,92079,"Practically perfect in every way, with the exception of unusually slow service. I’ve visited many times and rated 5/5, and I’ll visit again.",5,5.0,5.0,2.0,5.0,2018-03-29
75,92079,The food was not tasty.,3,1.0,4.0,4.0,2.0,2018-03-04
76,92079,Great steak and good wine what more could you ask for,5,5.0,4.0,4.0,4.0,2018-02-10
77,92079,Very good food one of the best steaks we have had a little pricey but nice for a treat,5,5.0,5.0,4.0,4.0,2018-01-13
78,92079,Lovely evening.... second visit to the Air Street site with its beautiful art deco styling. Had dinner on Sunday night - steak and turbot were both outstanding. Sides and sauces excellent. Will definitely recommend and go back again.,4,5.0,4.0,4.0,4.0,2017-12-17
79,92079,"The best steaks in London, very consistent experience having been to the Air Street Restaurant several times, very good wine list, we always have a great meal and a very good time!",5,5.0,5.0,5.0,5.0,2017-11-15
80,92079,"The restaurant was very busy, which, whilst always a sign of a popular venue it did result in the service being a little slower that we have been used to here. Also the dining area was rather noisy.<br />However, the food was of the usual high quality and the staff were as friendly and attentive as we have come to expect.<br />Although we did not complain about the slow service we did receive an email apologising and offering us a complimentary drink on our next visit.",3,4.0,3.0,3.0,3.0,2017-10-08
81,92079,Always amazing food and sides are just lovely. Great wines and desert was delicious. Always come back.,5,5.0,5.0,5.0,4.0,2017-09-03
82,92079,Amazing Sunday roast!!! Would go there every Sunday if I was in town for more than a week!,5,5.0,5.0,5.0,5.0,2017-07-16
83,92079,The steaks are great!! Service is great although we had to wait for a while to pay for our bill but that&#039;s sometimes expected when busy. <br /><br />Good for Sunday roast too!,5,5.0,5.0,5.0,4.0,2017-05-28
84,92079,Absoluotely superb as usual will be back again soon,5,5.0,5.0,5.0,5.0,2017-04-13
85,92079,"The food was good as to be expected, but worth going here for the cocktails alone.",4,4.0,4.0,5.0,3.0,2017-02-24
86,92079,"My boyfriend and I went to Hawksmoor for the pre-theatre menu. The food was simple (steak and chips, fish etc.) but well prepared and executed, certainly good value for 3 courses. They also have a small but delicious selection pre-prandial cocktails :) The restaurant has a surprisingly large number of covers, but manages to retain an intimate ambience and we could easily talk without having to shout at each other.<br /><br />The most notable part of the evening was the service - all the staff were very friendly and welcoming, attentive but not overly so. They had even taken note that it was our anniversary and my boyfriend&#039;s birthday and piped messages on our desserts! This was really thoughtful, a pleasant surprise.<br /><br />Overall the whole meal was brilliant and I warmly recommend the restaurant, especially for special occasions or when you just fancy a nice night out.",5,4.0,4.0,5.0,4.0,2017-02-02
87,92079,"Went before New Year&#039;s Eve celebrations, booked late, got a lovely table, staff were the friendliest I&#039;ve encountered in London , food was incredible, setting was lovely as it massive upstairs , but even though it is big , the staff are always there for you.<br />Overall 10/10 experience , if you want a great meal , fabulous setting , and lovely staff go here !",5,5.0,5.0,5.0,5.0,2016-12-31
88,92079,Hawksmoor is great for steaks and an enjoyable meal overall. You get well looked after. Could do with more fish options for those who like steaks less.,4,4.0,4.0,4.0,3.0,2016-12-04
89,92079,"Best steak in London, and I&#039;ve tried most of them!",5,5.0,5.0,5.0,5.0,2016-11-14
90,92079,"A first class experience from when we entered throughout the meal, those who had the steaks all agreed best ever eaten. Sunday roast was of a high quality<br /><br />Staff where attentive and looked after us <br /><br />Meal was for my daughters 30th which I mentioned when booking and they remembered this",5,5.0,5.0,5.0,4.0,2016-10-16
91,92079,"One of the for service, food and ambience. Excellent",5,5.0,5.0,5.0,5.0,2016-09-05
92,92079,"Our waiter Tom, was delightful and our food was excellent. A lovely afternoon with lots of laughter. Looking forward to my next visit to Air Street.",5,5.0,5.0,5.0,5.0,2016-08-05
93,92079,"a lovely meal great service, and an enjoyable wine list - well worth a visit",5,5.0,5.0,5.0,4.0,2016-06-23
94,92079,Looking forward to a really good steak. It was cooked well but the sides and starters were disappointing and no dairy free sauces. The service was great but I expected more.,3,3.0,3.0,4.0,2.0,2016-04-14
95,92079,It was only lunch on a Tuesday but I&#039;d promised my guests a great meal and that is what we got..friendly and attentive service  with very good food...a perfect venue...again!!,4,4.0,4.0,5.0,4.0,2016-02-09
96,92079,Top notch Beef Sunday Roast. Meat was unbelievable. Cocktails are great too! Service was brilliant and smiley,5,5.0,5.0,5.0,5.0,2015-12-06
97,92079,The Best Steakhouse in London. Even my US colleagues admit that it beats anything in New York!,5,5.0,4.0,4.0,4.0,2015-10-01
98,92079,"Ordered Chateaubriand medium rare for two and while it did come pink in the centre, the outer bits (making up about half of the meat) were leathery and dry.<br />Should be almost impossible to mess up a fillet cut like this but the chef managed to remove all taste and texture in what we were served.<br />Extremely disappointing when spending £70 on a steak!",5,1.0,3.0,3.0,5.0,2015-08-03
99,92079,"Really must take care to maintain consistency with their steaks.  I&#039;m sure Hawksmoor is usually very good with the steaks but my experience was only satisfactory.  The steak was Not particularly tender, and was in fact quite &quot;chewy&quot;.  Unfortunate really - I suspect that was just unlucky on the day.",4,3.0,4.0,4.0,4.0,2015-05-28
100,92079,"I went on Easter Monday and whilst food was ok not as good as normal and service was really not brilliant to be honest. I have been to the Hawksmoor Air Street on 6 or 7 occasions and Seven Dials on 3 occasions as well and this the worst trip I have had. The waiter was not that understandable in terms of English language and a bit over zealous in his approach. The starters were good  but the fillet steaks were over cooked and to dry, very unusual for this place, very disappointing as I had taken my kids as I usually attend for business dinners and to be honest I could&#039;ve cooked the steaks better at home. Medium was requested by us all but they were medium well really and dry, certainly not a £32 piece of meat. The overall bill for 2 adults an 18 year old (2 beers) and a 16 year old (non drinker) was around £320, no where near worth it to be honest. A shame as previous visits had always left me feeling very satisfied. I would now think twice about going again a shame as I attend at least 2 or 3 times a year and have always recommended to friends!",3,3.0,3.0,2.0,1.0,2015-04-06
101,92079,"The food was 5*. Best steak I&#039;ve ever tasted! Loved the beef dripping fries too! Well worth the money, will definitely be going again!",5,5.0,4.0,3.0,5.0,2015-02-16
102,92079,"We had the pre-theatre menu, one starter of prawns was delicious but eaten in a couple of minutse whereas the other of yorkshires with potted meat and gravy kept my other half busy for a good 15 mins - it was HUGE.  The steaks were very tasty and sides good esp the lettuce salad, really beautifully presented.<br />Shared the sticky toffee pudding that was really luscious!<br /><br />PLEASE can there be a better choice of drinks for those of us who don&#039;t drink? Doing the Dryathlon I found that on an 8 page drinks/cocktails menu, less than 1/4 of a page was for soft drinks - guys you&#039;re missing a chance, I&#039;d happily pay full price for a non-alcoholic cocktail (TGi&#039;S do them even!)<br /><br />Its a very big, very busy restaurant - so not a place for a romantic meal and at £90 quite pricey for a pre-theatre meal",4,5.0,3.0,4.0,3.0,2015-01-03
103,92079,We were a group of four enjoying a luxurious dinner. The Chateaubriand was extraordinarily well cooked (medium rare). <br />The triple cooked chips are an absolute &quot;must eat&quot; and the service was excellent.,5,5.0,5.0,5.0,4.0,2014-11-15
104,92079,"If a Hindu should eat steak, it should be like this. Hands down the best steak I&#039;ve had. Attentive staff, lovely ambience, delicous wine and dessert. It&#039;s great value for money as what you get it truly out of the ordinary.",5,5.0,4.0,5.0,4.0,2014-09-28
105,92079,"Hawksmoor Air Street is a beautiful building. Upstairs the seating and bar area have wonderful windows and a buzzing lively atmosphere.  Service is excellent and the steaks are so so good!! Also recommended is the Dover Sole, which was ordered with a Mac &amp; Cheese &amp; lobster side. Extravagant but worth it. We shall definitely be visiting again very soon",5,5.0,5.0,5.0,4.0,2014-08-16
106,92079,"All 4 of us had the Beef Roast and thought it was very very good. A big slab of beef which we were offered either pink (medium) or well done.  It came with a very large yorkshire pudding, carrots, some greens and a good sized pot of gravy. Also enjoyed the creamed spinach and though the 3-cheese macaroni cheese was very tasty.<br /><br />Very good food.",5,5.0,4.0,5.0,4.0,2014-06-22
107,92079,"Delicious food, great service and an outstanding location.",5,5.0,5.0,5.0,4.0,2014-05-03
108,92079,"Hi ordered the rib eye £30 and it was partly inedible, not as good as a £6 steak from Waities. Quite dissappointing tho others in party were quite happy. Expensive and small portions of veg and chips",2,3.0,3.0,3.0,1.0,2014-03-23
109,92079,"Having heard all the rave reviews about this place I was enthusiastic to visit one of the hawksmoor eateries when I&#039;m in London. This place is huge, so if you&#039;re looking for something more romantic this ain&#039;t it. The service was very slow and we waited 45mins to get our order, all we got was an apology and that our food will be on the table in 4minutes. The meat was anything but impressive, my fillet tasted like charcoal and was overcooked. My husband&#039;s ribeye was better cooked. The sides are expensive for what they give you, I had a fennel salad which was too watery and tasteless. These guys should go to Nopi close by and learn how food shoul taste like.",2,2.0,1.0,2.0,2.0,2014-02-16
110,92079,Service was slow and they made mistakes. Not overly impressed and the food was not as good as the time before. Dessert is also very average. Overall not impressed but it might have been just a one off bad experience.,3,4.0,3.0,1.0,3.0,2014-01-19
111,92079,Overall very good.<br /><br />My only complain was the level of service.<br />We had to wait 20 minutes for our table without being told by the staff what was causing the delay,4,4.0,4.0,3.0,4.0,2013-12-15
112,92079,"Took my 15year old son there for his first experience. We both thorughly enjoyed ourselves, only problem is he now wants to go back<br />Fantastic food, staff and ambiance",5,5.0,5.0,5.0,5.0,2013-11-16
113,92079,We had a very pleasant experience but there are better value options available in London.,4,4.0,4.0,5.0,3.0,2013-10-25
114,92079,"Not a cheap option, but a foodie option! Splendid service, with no frills menu. A must try for steak fans. I had a beautiful fillet steak - worth the £35 pounds.",4,4.0,4.0,5.0,3.0,2013-09-19
115,92079,Wonderful environment to share a girlie lunch with or a first date with out feeling to much pressure! The staff could give you details on your choices and very knowledgable about the wine. The atmosphere was wonderfully relaxed. I would very much recommend this!,5,5.0,5.0,5.0,5.0,2013-08-16
116,92079,"Relaxed atmosphere, fantastic food and perfect service.<br /><br />Everyone from the hostess on the door, to the maître d&#039; in the bar, to the waitress the served us was an example of how service should be in a modenr restaurant. All very friendly, helpful and relaxed.<br /><br />Lobster, skeak, triple cooked fries and a bottle of Pino Noir. Little bit pricey, but well worth it.",4,5.0,4.0,5.0,4.0,2013-07-12
117,92079,Good steak restaurant. good serivce and vibe for a satruday afternoon. good location,4,3.0,4.0,3.0,3.0,2013-06-15
118,92079,"Fantastic quality beef. Cooked perfectly.<br />Every dish delivered on quality and flavour, right down to the soused pilchards.<br />Great atmosphere. Love the parquet flooring.<br /><br />Everything above this restaurant oozes class.<br />Monday night £5 corkage is a great idea.",4,4.0,4.0,4.0,4.0,2013-05-13
119,92079,"The food was absolutely outstanding, could not fault it at all the steak was cooked to perfection and the flavour was incredible. The staff were very friendly and one girl we had was lovely and went out of her way for us, she was great.<br />It is expensive but totally worth it.",5,5.0,4.0,5.0,3.0,2013-04-06
120,92079,Fantastic experience! I&#039;ll definitely be back!,4,5.0,5.0,5.0,3.0,2013-03-10
121,92079,"We really enjoyed our meal at Hawksmoor Air St. The waiting staff were great - very personable and efficient. Bit of a wait between starters and mains (the restaurant was less than half full) but that was forgotten as soon as the food arrived - great quality ingredients, and well cooked.",5,4.0,5.0,5.0,4.0,2013-02-13
122,92079,The steak was the best I&#039;ve ever had.,4,5.0,4.0,4.0,3.0,2013-01-17
123,92079,"I lived in Australia for 10 years - take it from me, Ozzies know their steak - and this is the best steak I have had, here or there! It&#039;s not cheap and it&#039;s quite a lively restaurant but the food was excellent, service relaxed and attentive and the wine list extensive. The cocktail bar is a great idea. when you wrap all that up you have the recipe for a great night out - whether as a couple or a group. If you are looking for the best steak restarant with a classy edge - look no further! I will be back!",5,5.0,4.0,5.0,4.0,2012-12-18
124,92079,never met a woman with such vast and intricate knowledge of steak #refreshing,5,5.0,5.0,5.0,3.0,2012-11-19
125,216114,"This has to be the best place to dine out in soho! The attentive staffs are top notch! It made our dining experience very memorable in such a busy chaotic evening especially when the rain came down, moving indoors and outdoors in such a big group. But all is well because the service is accommodating and flexible. The food is nevertheless extremely tasty and well cooked, everyone loves all the dishes. The cocktails are very nice too thank you!",5,5.0,5.0,5.0,5.0,2021-07-31
126,124206,Make sure not to miss the blacklock beer and cheesecake!,5,5.0,5.0,5.0,4.0,2021-08-02
127,124206,Excellent food and even better service! Would thoroughly recommend and will definitely be back again.,5,5.0,5.0,5.0,4.0,2021-06-28
128,124206,Outstanding as always!,5,5.0,5.0,5.0,5.0,2021-05-31
129,124206,The lamb roast was delicious and the staff were really friendly and understanding when 2 of our friends had to cancel last minute.  Highly recommend!,5,5.0,5.0,5.0,4.0,2020-12-06
130,124206,"Never had a bad meal here, always great. Great good and service and reasonable prices on the cocktails. Can&#039;t be beat.",5,5.0,5.0,5.0,5.0,2020-10-10
